#Transcript position	Transcript coverage profile
0.0	0.08562108066838914
1.0	0.08442300572591277
2.0	0.0862343710124168
3.0	0.0864980289083101
4.0	0.11947583881192647
5.0	0.1465617605919604
6.0	0.1027525365846307
7.0	0.07630787738588175
8.0	0.06522959034805167
9.0	0.08354043070627862
10.0	0.03405269985379982
11.0	0.04999216729710977
12.0	0.0841229082899931
13.0	0.07281480663198624
14.0	0.05288179619847172
15.0	0.09883679754777037
16.0	0.1107621038673526
17.0	0.1112566989929663
18.0	0.09165388287176492
19.0	0.09072055583664045
20.0	0.0947744746815856
21.0	0.11849876470735948
22.0	0.14952668234168434
23.0	0.15835275582831876
24.0	0.13287913079396024
25.0	0.10882424494553716
26.0	0.07231165013639901
27.0	0.0788904211572986
28.0	0.07982146157533948
29.0	0.1325150532432776
30.0	0.12933793385312287
31.0	0.07883415310761441
32.0	0.10752597889676004
33.0	0.13854534948763103
34.0	0.13101591908222804
35.0	0.08820506044603095
36.0	0.08582879471796699
37.0	0.08012979756327514
38.0	0.08298909307670177
39.0	0.1034380256619877
40.0	0.11664264515751348
41.0	0.1067660247048732
42.0	0.13073182494269256
43.0	0.12307163990189417
44.0	0.08621871014227749
45.0	0.0909352209627443
46.0	0.08700301379161533
47.0	0.13389334761246113
48.0	0.14628084896200752
49.0	0.15499784672466782
50.0	0.1317662110785964
51.0	0.10794170406491821
52.0	0.09422636463298019
53.0	0.10506781273818959
54.0	0.10392385846022197
55.0	0.09705640806168433
56.0	0.1155760046779199
57.0	0.19686511715290553
58.0	0.2177229197035807
59.0	0.14698635561358744
60.0	0.10340077173409441
61.0	0.08827602080398488
62.0	0.13112806864559476
63.0	0.1600964458266205
64.0	0.18257615823442405
65.0	0.16475279096128106
66.0	0.11537833071521872
67.0	0.11948275028091367
68.0	0.16086563969187226
69.0	0.17126435867900114
70.0	0.13255538551156412
71.0	0.1428869079146635
72.0	0.16226292526343783
73.0	0.20162743567710878
74.0	0.21641784793664315
75.0	0.21641434042540791
76.0	0.1756633043695922
77.0	0.18540594618982673
78.0	0.1852412534657731
79.0	0.25901902791582326
80.0	0.21681470684727921
81.0	0.2119010426971187
82.0	0.16071534740697946
83.0	0.13698471225667475
84.0	0.1257084798688277
85.0	0.12669301376704353
86.0	0.13817981795169898
87.0	0.1865076866138328
88.0	0.2084472315322238
89.0	0.18887308663554542
90.0	0.11614929887130732
91.0	0.09824366339947421
92.0	0.11605573677801875
93.0	0.14237605504311265
94.0	0.15463537407642475
95.0	0.1720363115189267
96.0	0.16110697595171491
97.0	0.13310453318162277
98.0	0.03721851708546407
99.0	0.0
