Unnamed: 0,genes,logFC,AveExpr,t,P.Value,adj.P.Val,B
5410,ENSMMUG00000031586,1.3226428605175,-0.052073986029304006,4.52295504091431,9.64163178630374e-05,0.9995580300228649,-4.38421092725433
3739,ENSMMUG00000013458,-0.4948358043685301,2.79369563537392,-4.08284603746789,0.000322170799538781,0.9995580300228649,-3.8089040170326096
20388,ENSMMUG00000007168,0.45706913719909603,3.2941197646461298,3.89901754827432,0.0005300281501064009,0.9995580300228649,-3.6701318475650604
11228,ENSMMUG00000012419,-0.392374153631727,4.65856432546585,-3.8226539592901303,0.000650889812528163,0.9995580300228649,-3.20029465047112
23451,ENSMMUG00000007889,0.81004158536074,2.52265599129502,3.71365404369861,0.000871236248604473,0.9995580300228649,-3.9763685348282003
8623,ENSMMUG00000029794,-0.540900987878961,2.21509947299095,-3.48476531390102,0.0015956634776121,0.9995580300228649,-4.1269942564281
20586,ENSMMUG00000016327,-0.5747819080059959,3.20574364188345,-3.31120287125592,0.0025058493053176398,0.9995580300228649,-3.93576129148096
19622,ENSMMUG00000008025,0.318819164241729,5.81172819266145,3.2570914894959198,0.00288013749036388,0.9995580300228649,-3.36291682419257
24581,ENSMMUG00000029126,1.23483888774317,-0.259051609118373,3.2367259366079404,0.0030344632024378,0.9995580300228649,-4.47585245868118
19986,ENSMMUG00000007950,-0.35239592230429095,3.8555029248601,-3.2013066609764502,0.00332194162311423,0.9995580300228649,-3.77522504588009
3137,ENSMMUG00000004624,0.369765108450445,4.54791630179648,3.18539557463473,0.0034594152740758397,0.9995580300228649,-3.6157948794295494
11157,ENSMMUG00000029739,1.60096379299609,1.14652073625202,3.17866836001889,0.00351916305699301,0.9995580300228649,-4.33614917690751
100,ENSMMUG00000016279,0.692970218792482,2.1328758043581297,3.15751030833354,0.0037135829935166296,0.9995580300228649,-4.199156893620721
5117,ENSMMUG00000010062,-0.39101708333787205,5.51107252635326,-3.1214862098830802,0.00406845067113064,0.9995580300228649,-3.46669340034842
15607,ENSMMUG00000007499,0.500412964812514,5.56680798103443,3.0616195754805697,0.00473080802316331,0.9995580300228649,-3.5148284936218
4842,ENSMMUG00000016959,0.39324760082936294,4.813975070243179,3.03622813632067,0.005041712595627529,0.9995580300228649,-3.63531454467089
6052,ENSMMUG00000005730,-0.325475225518473,4.94367011550638,-3.03115136161435,0.00510616369800794,0.9995580300228649,-3.6042867051394
5641,ENSMMUG00000009418,0.5583316728572429,4.95573895534134,3.01503003280628,0.0053160614047232605,0.9995580300228649,-3.6265845592443595
1357,ENSMMUG00000003728,0.485274788720161,3.8817582349789,2.98042391411336,0.0057946379013350206,0.9995580300228649,-3.8816047666986
21775,ENSMMUG00000015268,-0.35986968479687,6.64974846380761,-2.97948426147416,0.00580818594388441,0.9995580300228649,-3.52287085532736
3975,ENSMMUG00000030227,2.09494090556726,-0.0664384611924582,2.97289488867108,0.005904039827988239,0.9995580300228649,-4.48022326068466
16655,ENSMMUG00000017463,-0.40845322646716603,3.61778661242125,-2.9700407738816805,0.0059460217404894,0.9995580300228649,-3.94119744421219
20314,ENSMMUG00000011453,0.883002936700123,1.53360294551586,2.94437512831648,0.00633646698504208,0.9995580300228649,-4.32982317116109
