#Transcript position	Transcript coverage profile
0.0	0.10036801600978205
1.0	0.11492343943960288
2.0	0.12393690594048401
3.0	0.12364433432894172
4.0	0.10971193969228901
5.0	0.11435708538861454
6.0	0.10762073120714415
7.0	0.1336191608267477
8.0	0.15764439584492168
9.0	0.16620149811935747
10.0	0.1339545214733278
11.0	0.12374638055789888
12.0	0.10199983641972206
13.0	0.15878343928461966
14.0	0.1794732269091699
15.0	0.15597032349220502
16.0	0.14635429045864556
17.0	0.09735262746702741
18.0	0.09816254290453134
19.0	0.12125124268611985
20.0	0.11670399829110281
21.0	0.12533179837322844
22.0	0.16891959977576376
23.0	0.1592599782452023
24.0	0.1620478077624329
25.0	0.13456185417069433
26.0	0.11188786425821425
27.0	0.18269027520126097
28.0	0.1305381871388669
29.0	0.12334145847313616
30.0	0.14781584122552072
31.0	0.11563592226630143
32.0	0.1480935326997327
33.0	0.16639164735398837
34.0	0.20644063526274803
35.0	0.17786569743117725
36.0	0.1675882544825717
37.0	0.12171568633480159
38.0	0.15353817201112785
39.0	0.1719967292151324
40.0	0.1962428247279806
41.0	0.18035081605454722
42.0	0.15116125494233526
43.0	0.12185002755709887
44.0	0.09400138586298266
45.0	0.07774459774758634
46.0	0.08400776081017862
47.0	0.12373340789781763
48.0	0.13678144100158932
49.0	0.1742521835906812
50.0	0.19110168798655294
51.0	0.16914613752419513
52.0	0.11760936899320329
53.0	0.06591135797740327
54.0	0.10064363383356884
55.0	0.14674940500244554
56.0	0.14502893993357135
57.0	0.14015083116494165
58.0	0.15157148126112122
59.0	0.12458212443768164
60.0	0.09750794289841158
61.0	0.07289666036132089
62.0	0.0671219995348057
63.0	0.13129801397234533
64.0	0.1485119174144054
65.0	0.12808760323595292
66.0	0.09717158800322533
67.0	0.09806005119844079
68.0	0.10686474038837639
69.0	0.12660913313319566
70.0	0.15091450148387509
71.0	0.12635057389950569
72.0	0.08810528417124833
73.0	0.11287372734993018
74.0	0.1214998269954234
75.0	0.14162021461176108
76.0	0.167412515941656
77.0	0.16239753206110352
78.0	0.1772599606942617
79.0	0.14921287337020878
80.0	0.159942728201586
81.0	0.19016791037876637
82.0	0.20346089088876163
83.0	0.24798244418851903
84.0	0.2329772372934789
85.0	0.20642908560640577
86.0	0.21772594873805545
87.0	0.2757152440938953
88.0	0.24092160276903896
89.0	0.21761456308733765
90.0	0.27213254589152625
91.0	0.21028722107190015
92.0	0.15808800161529601
93.0	0.16224726483217128
94.0	0.16667324522739688
95.0	0.1444042222110947
96.0	0.14200949091167844
97.0	0.10220002300489711
98.0	0.06767982105567423
99.0	0.021028850685437295
