#Transcript position	Transcript coverage profile
0.0	0.10888229566476251
1.0	0.12117349680121503
2.0	0.17506950265197127
3.0	0.1651409864791621
4.0	0.18095026347297957
5.0	0.16875714374867828
6.0	0.13421608726764023
7.0	0.10809086164007477
8.0	0.11820030240339635
9.0	0.1328282379115877
10.0	0.14933502292172732
11.0	0.15441995374061923
12.0	0.12592460849177287
13.0	0.08719600869764046
14.0	0.09464234475624436
15.0	0.13098121647540029
16.0	0.12373666314475835
17.0	0.1090374295901922
18.0	0.12718534694632327
19.0	0.19342404813077188
20.0	0.16145649235105433
21.0	0.12051977876649951
22.0	0.0935480513770919
23.0	0.10818861817612832
24.0	0.14026496568272245
25.0	0.16879355699254367
26.0	0.16729906844362957
27.0	0.12028266808655473
28.0	0.1280688370938825
29.0	0.09901701192172299
30.0	0.08959484891041222
31.0	0.10000995045034741
32.0	0.09848602271884745
33.0	0.1430463598089423
34.0	0.12488194248422207
35.0	0.11907846767364202
36.0	0.14148192492731088
37.0	0.08165192622886366
38.0	0.1007171394959192
39.0	0.1155051264955077
40.0	0.0948838275484205
41.0	0.05197211881603593
42.0	0.06687764364631509
43.0	0.07489373041059479
44.0	0.08429139122861266
45.0	0.08135154960690687
46.0	0.040554881496447204
47.0	0.03262284138224472
48.0	0.09565214810831986
49.0	0.1574407942811239
50.0	0.1484522324527428
51.0	0.11700246712931392
52.0	0.08290564739563103
53.0	0.08597131452855665
54.0	0.09404583989781003
55.0	0.09736163727767717
56.0	0.11698567221208087
57.0	0.15710115604025207
58.0	0.1328898935933335
59.0	0.1091970853159471
60.0	0.09444048647033447
61.0	0.0937566710825489
62.0	0.14681650631782323
63.0	0.1571729709448439
64.0	0.11214886377504142
65.0	0.17590427677388218
66.0	0.2150649843083968
67.0	0.19290153489909842
68.0	0.17323150596132977
69.0	0.2340775742168022
70.0	0.25992077502663635
71.0	0.19852383262604795
72.0	0.23335206317325444
73.0	0.19072829244969738
74.0	0.152684796466067
75.0	0.18819855876732547
76.0	0.14814265743695362
77.0	0.16561835997796678
78.0	0.20350851624599048
79.0	0.17083967354923227
80.0	0.1667334301414633
81.0	0.1838509006235649
82.0	0.17572130131324357
83.0	0.22368281868769582
84.0	0.24274272838843222
85.0	0.25312176505679684
86.0	0.2197047831072648
87.0	0.14239212706150328
88.0	0.12360339239933026
89.0	0.1508519210666743
90.0	0.18205677069921639
91.0	0.16481114146754983
92.0	0.1528962194518091
93.0	0.1321041260440796
94.0	0.15542159305676248
95.0	0.20874101813533288
96.0	0.2054667161191089
97.0	0.11530236589894836
98.0	0.04823190414760193
99.0	0.01405937625115797
